Id,Price
7701,103320.00735673428
9678,190597.76774316447
14026,199202.6711233994
7971,164370.29622594925
13734,145491.68672779898
16483,195524.84111953765
6150,204262.3952787288
2931,289045.92403667903
5418,175497.77000260758
1662,507992.0681932141
2441,216645.30399902683
669,158264.5834136752
7734,187838.73054922055
6010,286559.3082117494
266,139611.8717280108
632,133651.14032873116
16221,107907.63791576363
11832,170867.3383346703
5035,119488.47498092867
37,114969.05234131773
6168,180668.53483737953
11757,182998.92323873332
8086,126495.99822455656
6529,232582.81814233479
15121,209664.49167458765
13904,136076.82836629514
3711,170463.94850308186
16563,123317.14202924003
14494,171213.27610894083
3006,219259.5603908087
15299,127448.9746459806
92,273719.363586272
8066,174371.91261738067
16071,204828.241725599
10662,146437.52480731095
3883,207076.32035025302
5511,126927.73970647433
2821,261075.84992716947
9570,198876.43978607946
4326,256876.65650671843
9251,232419.1649404637
9031,194483.18674312235
12689,160328.7133997683
16380,255710.3291491927
1053,242700.1207920053
4568,171336.4691137866
16140,111773.9213498054
14356,386367.2441598884
8466,177749.15506555553
15652,144393.83760428173
3285,122724.50549411755
3198,160783.12411993413
14088,417088.6399708693
2268,119432.69767787191
15472,213430.15295289888
1203,210066.9969605939
7157,348325.8793613579
6886,217319.73743102312
5083,255426.36598184472
7467,116402.15734072344
14068,200123.61421654775
2080,173032.78275195608
10865,151842.1735586034
13516,181526.4740491772
14150,205679.52597735258
7609,122486.1742150294
2144,372446.90005076287
10357,203732.07008927368
2396,225068.81219417247
1526,321945.36142010236
10890,257278.604296865
8638,445610.2163932535
6050,245811.14255045293
7639,104423.39590834442
10544,193550.30975124496
9577,243836.52548813916
13195,209854.29360558206
3484,219963.66360138793
16668,431808.329450691
7171,178169.33689700742
8547,209602.92322266957
12735,208634.59187152085
9093,187993.74018084208
15323,304137.6524198613
14897,142356.1646236974
5135,132711.99037865846
5327,219415.231269493
13133,237444.10639014677
1676,302786.1169379492
16296,277834.67600377975
1095,147116.36884582817
12528,151478.26345098493
7348,269508.30595108145
11663,162226.19284519393
1803,209056.41776786724
1510,232066.07941809396
16045,183230.70970660157
2900,148632.391747047
3236,170542.59150433255
1318,230803.17965261615
14948,221612.54967416183
7840,307652.3052648693
15325,172989.50836217141
8700,150258.58915819437
15706,195501.57992962337
14449,160248.50076023774
16117,183283.40107903403
4529,182445.4089082476
11199,198023.11444158538
4052,357364.03950591234
821,214645.6942343891
68,229419.597607775
554,119173.71340677916
452,187971.97534920287
11394,312820.84093066666
11393,170289.8707285847
9535,158092.82507466315
4024,187124.24548130255
10069,208576.3558424578
12007,157756.81686602783
12368,443778.67256957287
1259,356915.9505778577
1124,304226.97989020916
3707,188746.65675327345
8767,168877.27948567935
1919,166347.21133651445
16741,156803.1562141261
6664,268174.08538531815
5688,377293.6787183151
7799,159600.45200325968
14843,327393.51562318293
7532,167655.10580506083
8133,152783.99661136494
6264,311150.25119428453
4125,162332.67251435507
2410,168961.66481195705
13607,199452.74524877183
1716,274970.3023351969
1370,142170.3571113016
2273,414800.2695032682
15298,328627.447639794
4284,245600.704941327
12303,148623.6326997
7808,139610.52339232428
2203,142292.22162603028
7237,124460.18697634761
15864,168602.91572160186
2844,159204.21314398258
5729,172776.86416270182
11812,422290.96698401216
1779,128178.3519405724
6442,133919.43513732954
6160,226913.38739295516
8266,191826.7217495428
9903,156554.95568552898
2867,138249.16800221417
6998,176839.26237603652
13932,169458.04392009185
12587,164661.71018091816
3611,237196.55389030985
2646,294415.46680628415
1890,156607.2638972332
860,249860.96805994946
14187,192266.76264660183
12569,270472.00288171263
1276,96093.24612154842
12025,205731.37229913
4890,271346.1593047227
14410,331582.203917497
10352,408814.68187944405
11407,197033.77861639054
10384,167017.9471348016
7622,282204.6690671222
12578,162452.33829058954
15820,174117.08370308773
563,191929.50197164854
15226,161113.0871629594
6396,208391.4279571214
6247,140708.43150336575
3339,155720.5309522077
10975,270846.28730940714
7475,114389.47460877059
11129,258204.9359089882
3051,246970.13316175676
10232,244921.6766940335
14106,178565.76138578999
5502,229182.9092629653
4558,73241.92090064086
4181,141940.7505806593
8426,127917.8414800414
6611,159696.2411322458
14641,147422.57141388863
15539,261317.91991739048
13119,139353.09340761194
11716,192453.45263092365
7316,250382.82469965424
7791,107905.63117315485
13034,339666.22012657725
1068,271173.5022730548
4060,171182.27296471194
10172,222103.2665468073
2591,187646.5499995884
12494,346576.91027987184
7828,359514.3291844649
15284,168926.19815085182
7947,185010.22457300848
16335,231520.71018143356
10234,327554.97502180305
2797,255392.57377032703
5341,228613.7516739903
3059,228647.62189316016
1559,71293.15777360127
15320,268948.5876217225
10284,388365.1921591377
4134,217657.49994091003
4481,220917.99537859036
7222,160623.76766673283
4062,253670.09521330107
2192,212399.77021894325
9637,185553.59729754695
16236,164237.2167260631
4272,163167.14830064037
9406,282037.91848398885
14309,240355.7139337741
1946,290175.24111398205
16235,234508.1589061689
7146,161028.79251394403
16784,235011.63199861714
349,325626.94808087114
6251,165586.4553303158
5128,345864.63050130545
11718,178694.9635319207
16721,87778.83602635324
12517,217832.2455702689
15961,188899.62355064743
9428,159363.14277540246
14541,147432.94828181888
10168,116588.43148932782
11270,176749.05436586204
13210,192710.96909592685
11518,165919.4062087753
12612,153592.69783334908
16352,112797.58875111952
9935,147133.673938178
15521,304664.65394164366
11482,190312.86671792096
11443,175286.72524028085
9459,230809.06068602376
9218,190669.6140173655
854,145465.86205110187
5619,141659.3114948155
9208,181658.27469925172
4391,143020.75285947724
15207,162245.829518513
7183,181427.1494953942
16442,211357.9237216848
7936,85131.22324634995
10606,383584.47501834796
4979,160498.88185439876
4854,278693.98705651984
16476,124634.3972937143
10516,165277.54268056338
16261,265312.2139621788
90,385537.05479960627
5433,175223.64754612034
14338,140993.86126459608
13487,212780.69967929058
8211,483021.29352932016
170,170938.72641163395
14051,97941.7770923019
10686,212134.53484582278
7595,314901.7228108927
6777,389222.4170709339
14661,169055.79188837856
13991,305793.79404720163
16795,169238.2480886972
2740,131731.14436242153
7368,402186.8878346984
2413,242175.49041101895
1852,474555.20447813335
15200,355897.600516538
8467,317275.3953115171
16379,251703.68110121597
3375,173475.58271923792
5945,478609.04314554535
2641,181685.71021556295
2837,299063.5148558861
3498,228910.95916116567
10876,148653.0116947962
1285,225507.14276158984
9285,234945.28100789996
4015,321345.2088542956
2526,184050.2901981338
7814,199249.72178636465
7117,274411.2931236645
12359,122447.9880668604
3303,241412.73205303538
13874,170074.90443222562
5484,186123.901064519
15067,154598.7963394084
12639,217079.59500618174
3388,236329.3946527601
4256,199684.07020056463
15738,162920.77886102063
14049,173344.88966821134
15780,180679.0913779781
9564,172183.73622139453
11910,205564.34741095715
11315,216338.7874629224
1733,148331.47168152645
3910,351758.63987453503
7552,513178.44942042104
254,193938.20985147217
5222,212094.14833355864
8314,225908.44598533327
16743,248380.6072443098
10335,106926.22798899782
8226,275801.39911639196
12254,238141.17764202273
13152,209225.65564456893
15020,195840.63194397566
16349,213007.4480336365
11924,162434.2298464691
12543,189785.46824558254
14114,222185.20258601077
12318,253331.28109891238
15383,174096.28431062773
6679,221357.25046713656
635,182345.70852414
15993,263481.49589902535
11375,184974.3861019403
11216,182917.40896704496
15401,234912.27891970778
11301,144857.83609257016
13804,262874.06900397496
10839,193570.77516985027
1588,338500.0731975574
3596,198891.46673346608
5816,170701.7522098052
8099,141656.41792357917
6551,187120.1703446573
14075,523579.19472312526
13431,201141.60226697166
9481,335889.0873511903
5295,152395.5016851549
15859,355593.9646713203
10634,302910.7956940745
444,236856.77894593295
11686,242527.6495488066
1213,207994.25553629413
13970,177766.3401374909
6849,437107.483411516
9911,226616.83026763733
5649,148844.60108327836
7184,234520.06439349847
5877,267948.8888816853
1655,255604.72328016625
15301,204522.6097320334
12389,232287.02079393115
5241,272702.23493349506
7048,166033.5642719193
10574,140177.93598614397
8593,158417.70110148482
4752,171302.32366644655
14663,179100.1210202104
10994,202333.99929615052
87,77071.12631113699
5132,124713.51754930048
6372,377741.2048661126
7411,330113.27465448715
3319,271326.4332169341
9355,123591.53650364917
5139,257899.76560426567
56,277794.4253469773
3249,178675.09695978567
5047,87911.34465255987
13238,300067.8279730343
2190,265402.9575237981
15599,177033.3783890368
6542,155885.9106523979
1968,214373.5905846511
5630,165090.10834549996
9157,247769.83272403793
789,181783.93592768468
1413,252636.1497843995
12514,253151.92732013456
13459,137185.30085687633
1345,243786.50968604253
4034,196243.87743208575
15169,144187.75382143038
6770,247163.7785971578
3334,186626.48028960577
12998,158691.70302198385
15870,244617.0927821446
1871,155887.82442753302
5770,172648.0403470161
13196,105621.89644049888
7633,204785.74148907425
10699,207622.28397605618
15470,183534.51493354235
1903,514764.9386084653
13860,196477.69077928236
7649,141767.15192996355
11043,215586.51082306524
2922,244212.02574780604
7538,426350.17083511315
9477,120108.92563194982
117,513472.7435519879
1457,243664.8364429407
7082,175449.66195812414
3053,260238.0013926144
12522,109632.33434843134
5744,481186.2968756554
13566,349040.32919444505
1464,133291.34522919235
3852,126804.97776234642
9557,239743.99019224843
14719,453850.21247873135
13978,129256.79701093661
3286,156408.671935951
13019,360778.32783276483
1421,131529.73510075535
13502,175386.1819170558
14811,124957.12246802957
9297,307893.1279408594
7749,469030.1629785461
16555,138611.2966602215
14576,185503.40995570458
12766,163295.98704791628
4679,131599.30877339435
10033,207051.68051936734
11231,270996.9094844533
15112,137269.33151943696
10617,179049.2047901852
2175,163772.65145246038
16502,497580.7300374225
10106,192007.69608897826
12561,150107.68922851435
15907,309544.2209963257
8069,118828.81384507618
8316,125271.55880531402
12343,245171.96976584097
12092,176945.16941761167
1527,151933.56622314383
10010,223511.96649600865
655,93809.83176139012
10549,135773.84181632422
3248,118232.79616804143
13499,323812.92698932457
14959,203643.82071605598
6070,158467.0083302643
11360,240470.2673864869
12102,194972.5724169619
11870,279813.3745389588
3713,112888.6479933717
3230,146608.0018035096
7742,220362.12309856256
15092,328169.727674119
8728,326810.5925894823
3386,145278.86132124782
9409,146888.9261569309
16545,253853.85844393104
3127,159972.21350711898
11344,169568.9044554201
2112,209098.3591131282
7310,222155.6092809046
6313,208007.30906905534
3681,379433.52844777226
5114,330679.23092976864
270,153515.74266699137
14350,179163.81395545867
12223,349834.76502157777
1066,177312.5641019243
16116,372191.25063086196
11410,530532.943758643
4088,142225.4374836946
5956,155296.83464968138
14669,153313.0481721796
13871,132585.82345038326
4126,231560.0777980077
12114,207911.56605824322
16607,163186.2885493645
4266,207345.25490728286
13518,198328.2643297027
11856,288562.38843781216
3885,243081.54319007244
8891,160998.70204172118
4964,176515.58753577658
7696,169617.96833073726
6894,144631.57587406118
9766,177848.04740634072
4800,159518.72449017386
2840,192248.98523031716
4743,156873.848455481
13562,501886.58204965614
8301,203195.0222477555
5405,176436.0934078268
1535,169373.7014415894
9073,125562.1847344936
1698,351545.7817114449
12262,235618.5160252529
6794,179666.4083022887
12701,178397.77091630863
8432,171949.93841293597
13540,136179.82730994956
8629,152201.0800486671
1440,178258.39270756638
8596,196232.92312999733
9575,260536.42061375646
14976,104129.82084981707
3149,219773.23930432668
5157,158106.25815269924
10748,177022.50648814416
9719,391559.5413747124
6376,191953.75822961703
9733,179555.27639250323
4749,201515.0238990497
4994,387706.15994319617
538,214999.8008591732
5512,135716.91437303592
9778,142199.63400801734
9761,141076.1503571025
3174,400237.72245925316
13429,194648.91711371398
10467,69763.92659318772
14129,193127.01302145273
13608,213602.7748832814
11106,147815.25029442378
12048,168599.38489735566
1054,326753.94763720466
3582,240130.91931326798
1566,154020.61626919155
11529,149003.50908311206
11859,149353.57520372982
10582,144236.85271024576
14907,461088.53747431905
14039,158185.33814671304
10489,154486.588143281
3331,320865.17657408
10153,238213.90259443544
5271,152816.37499257625
11871,382901.9497269232
776,131244.0678532151
3994,107108.83641224213
9433,72880.67139738936
14275,138891.5073231276
8030,214586.28193552798
8169,244999.95743492583
8053,182950.07273844752
4822,222955.8474983758
13197,206952.93552834025
13634,289842.9632565074
8951,164013.47144345977
12176,239390.6465907782
15471,143509.401316013
14962,139362.4146263011
12512,120873.24419572749
8697,496670.44449571404
7095,228041.6943057477
13639,196327.40966223425
16660,168259.6356434439
5848,138231.31650780403
5386,209704.86520972947
10880,306815.4852862441
3954,175337.66792315478
13426,243835.58008811148
5966,216091.55276323075
16315,257638.9468061648
7455,190237.40996901836
11071,228856.78566425503
14740,212639.73287112534
16087,164255.0611624607
8931,241259.22170409432
15289,153151.22158496478
16089,272405.791428662
12128,180703.55133429106
4724,220323.81467858204
8585,208994.61719848262
7188,237077.89746926166
5423,159800.48841649163
10488,198950.8561833949
5980,216676.64081384102
8376,226592.78391694665
12397,133785.6115455018
16496,187666.61457809876
4891,234111.88822694833
9710,144181.69484788063
6339,176501.41491934552
244,209490.60004988068
5002,238694.1150100883
5358,166561.52981277666
7636,152796.05144214476
9361,321200.892196825
3601,124497.93029631367
15755,152687.14742752435
172,179632.78955165262
3037,318013.36992863147
577,254023.49433461265
3607,188905.05701515838
2515,102085.60924856878
10413,151811.73999531422
10511,235245.8067281122
4637,440215.90493627486
12736,283857.0517345135
9534,235644.21984086937
11641,175951.65828104172
10419,265912.22195979755
15313,171276.7958958982
14915,189735.1691017174
12409,352853.27490422764
9405,129334.06603779891
14066,207808.59381563513
14108,195386.83362332097
11931,234763.17469724614
11464,342655.5192885031
926,148164.0885683907
11190,215606.41859271954
10260,175488.00751584122
12712,192460.14761077013
1234,217108.92541928586
11608,105802.75987588285
3776,249259.3394046542
4881,201712.62339340505
10266,184541.43271619515
3262,232436.44124531344
3576,394593.146459086
16604,428799.5881340034
8041,184078.652361985
10691,245141.58853073302
8357,179529.82607350947
11661,144522.40229711594
4453,231712.74952711357
15936,210579.9412302647
8463,253493.7373490869
15770,253120.91633559408
466,162760.0860845705
14965,88217.10018865652
11227,183596.49526724464
9894,267018.7297913092
11746,190923.72284884803
4118,144896.6651576719
756,317840.6107408495
15589,180058.47472523304
109,352389.46029892017
5778,207681.38081100385
1731,84415.79144228024
3450,136313.9890656271
2961,195128.47450037254
222,175949.4217245091
11454,341380.0668053419
7339,182089.0431942286
12096,99731.47341213946
14074,194859.01633373142
4058,298668.9014247425
6603,270029.3889805624
3289,123568.34999727031
16681,252512.32225257912
8200,319090.8181363509
3343,294160.43524244375
7802,172203.613127769
2082,347568.3223738365
217,254158.36595093916
1720,173963.90054108275
7224,250727.91373343987
6176,133478.7394979517
12571,256645.79571758068
16666,344561.60087744665
8908,201794.3623214313
6914,177447.98106522154
5428,184861.79352294857
381,180101.8103400113
3991,200474.9340589728
16365,266651.7002979807
1046,213640.08503547826
391,150394.88441442774
9212,339316.82190761826
3022,189479.65621313287
9961,103232.60772199133
6764,270991.23830709397
7720,174250.81033864175
4809,212603.522859579
8877,305294.47470131493
7817,177788.2640991225
10614,116137.45830067954
5553,250708.5411999982
16488,132597.35106726087
11002,166853.37151447858
13592,366368.22263080836
15050,233778.26684602845
13553,271298.25691640936
9041,205996.87867574158
5461,390293.39145659935
16274,390319.60809682973
2138,109742.0688225422
6245,156751.2458672516
8245,169081.02087548055
6491,216692.20922890535
13218,199918.31751114054
13101,101924.8018925424
10462,139916.22162750212
4079,172393.6321501673
1506,502291.61228934256
14107,124666.678171188
12215,272034.61608827824
11576,335427.68286506645
10567,220856.25680454253
12713,214033.32221320763
1468,465468.4297179512
2549,252104.7820188975
4172,241171.6472553718
12380,224058.81116033427
3513,101057.92736061953
8165,232857.6461937817
1127,211903.46102761134
14601,441684.09111513424
15526,320404.88934543927
986,321490.01283300965
14968,199118.0974595251
9348,192559.2344437025
6317,272744.29404057254
7497,94801.35414192753
5079,311569.8268403564
528,170348.36963840056
10964,151500.1752022204
5812,316709.6721326037
11022,185966.22296894074
16251,131105.6281657795
5863,114756.63078975855
8664,204814.04705564753
5396,184979.13641804736
6917,235241.11878439804
12776,126538.94049357771
473,242700.4218288662
13333,226355.1911531822
13023,174541.2912021182
7357,216137.70999657127
10955,444849.11480344797
11914,390824.2275484429
12535,157944.34066842915
11205,166253.30215774465
13209,188703.24533311295
16119,380902.47843555204
2174,270289.3374093126
4834,204466.55829409783
10151,181724.75984465706
5584,200063.72354115098
6672,208471.3597001495
12858,278792.1344611484
5106,161813.98482836
8884,171912.74635497664
13766,171316.80777785953
12556,121655.10741031877
12910,215950.34064954656
6258,126054.30736220983
7100,241552.63332256442
1793,190750.49568149677
3335,179030.5475128579
12835,182210.9167262673
10591,161254.94062729058
15707,266932.2333276399
16389,157279.30168085668
7440,417948.8871330488
6293,176382.25863477122
3937,192120.0436307247
16527,205482.18520663463
5102,235024.25140088037
10734,330313.5027353959
7986,156209.14040695614
6495,117767.66566010522
9571,256440.0724007947
5131,210026.17007859208
10761,325549.8887405344
143,418211.68477666035
13829,153786.61814131317
13662,227912.92911337843
1771,143498.69758274534
5448,199692.97481719503
8594,159041.29100288253
12038,290650.3585996523
16471,172409.8700598366
16764,139589.235002995
1282,175168.09364258262
15101,249365.6655084482
9473,132860.39881964878
2324,363241.6919174264
14448,225502.72179901332
6000,72311.6087880077
2077,136555.11836508376
12960,219004.35385838719
15837,210085.34653480368
8805,243871.1747091227
9987,235615.3584122865
1580,337726.3448912117
11089,125381.04706612922
10926,212715.15069346334
12773,415098.1251176195
6490,282849.56320661365
10858,127712.75018506234
2831,141196.26996176012
16326,149974.4500511663
371,195386.95686120848
8852,194465.46488007897
6713,275722.4734951032
4230,202156.10976416338
3639,213219.737213112
3642,191353.70660929923
5149,194544.05170717672
2861,187893.4678051526
13300,92254.2747545901
2807,337012.7118326154
5919,108193.70655942123
12716,526875.6983809058
4271,232886.2848717883
16055,240605.02323131452
3747,198515.07580088155
5857,284013.7682448326
6884,342083.9356951263
16027,266502.2479234394
3512,344916.35888829315
5181,166037.99675902753
16732,255072.0017915207
1908,176583.53919747233
12082,167109.70151434976
7286,143995.4202004529
8216,134766.1650304949
6929,321474.81045064016
3950,350135.90344197256
12479,175991.6896304783
877,132566.34791372967
1366,188435.6906399252
384,139031.9730001646
5767,209299.65099476243
6910,155534.95887268923
187,206810.7204234305
10164,277235.1149795364
8603,216195.92151962913
15834,197675.9875998727
3078,130121.71876943523
3479,243363.27866657576
6671,218290.7858262776
6078,174411.41569778998
16271,124278.26520118873
16191,155606.5184734774
11544,172176.7243498204
7781,177172.52287876367
14918,247420.8972274895
6238,186930.4039029057
12989,213935.00564662518
11907,212942.9277233907
9696,154448.55557603677
14084,337634.1468006928
3895,160425.71614817568
4367,189856.92794841502
8453,68065.29499752124
7638,349062.3623201108
8373,240158.36501424023
4674,185135.44880906635
15787,155306.47428155883
5903,237427.47983503793
13679,191306.8830603238
9018,319797.8728672632
15823,254342.04279982895
13289,142959.7283546059
9896,196950.60531691095
14436,191595.65259477898
5547,223888.13660553264
4048,390797.5402154146
16579,197069.44059332658
8550,192047.0195175794
9385,304791.9590566311
5242,150800.01755544925
31,241331.86627957027
6144,290499.3456052984
3990,198993.44331443968
2523,84553.76859355919
12608,264642.340544131
7234,176665.06157152826
15264,213839.12756171904
9623,207996.2395727075
3161,326740.03341570625
7425,106626.7011299812
13021,258686.2761984419
4044,150483.57988066482
15411,252375.2915189268
979,300984.7563300799
5514,249976.21178605678
4817,162773.09009363013
2115,180939.2329895178
10571,288766.3428584769
8992,224615.84054728274
15546,190631.28907820184
11359,128249.15709197737
11972,179705.20088521356
12838,162479.49862819104
5948,125706.82635675716
422,300263.0295517392
4855,155742.54369295476
16197,108837.65741305427
8926,427573.72841171874
5703,177973.051774895
8848,210980.44101456957
7039,302806.2955799418
3806,159096.75637203088
15154,189170.87645569505
13132,178125.6614118325
7438,195393.6150723432
4398,255838.02400340248
2440,183824.71226174457
3751,158870.11690375584
1476,168837.08505636727
2264,284500.80903766974
16444,179201.14707799203
10704,157168.33989815935
4033,140329.64712035938
4508,120043.34296892838
16290,228500.51186000262
10387,205116.4668077036
5457,150060.2571316968
4910,269980.829714537
7451,214199.06782494672
10732,168607.59920120213
8015,128654.77464720717
6148,183686.398933407
5892,240436.89742392497
7825,222575.3292956991
6851,228719.38293154712
6633,205943.1436018344
2139,283081.57702696614
10213,280575.0280341937
2830,233018.54487414873
13907,141070.67864012756
15897,336508.21623458475
8311,181530.7665126773
14230,164621.5971516946
3878,182247.550772817
13732,172234.57503922138
12110,172403.76119378314
10675,363892.9967685216
12946,129701.4517695854
16754,216576.32968285284
4394,285159.5361994129
16728,170852.08434076654
14378,344965.5457143197
9949,171451.94639727133
994,177926.54274975442
13258,155653.7486334986
5883,398957.6218307605
6933,311787.0740518917
13193,221097.11686164758
13286,162491.1567159131
13407,379944.40705056046
7512,125008.51470215258
7221,196122.09590158454
14428,154000.46925501293
1740,188931.29633867939
3,142518.84004621272
12952,222685.38902324665
11537,136673.7312258642
2558,138669.1533214903
14081,272182.51036527904
3517,243651.4819592447
7149,224884.75920764884
15777,114457.81773732502
8995,240456.74162558513
826,347228.2350759384
509,273750.1193355938
14875,316602.1254325737
6591,164977.04422647765
11283,102931.63709421034
9897,241723.54686331775
14902,179898.80026437476
14291,160089.6030518459
3162,234813.45046974355
4206,192189.2002279354
11580,198305.62112320418
2007,245829.05681419247
14939,227350.41047016846
13572,154499.22207952416
10720,153373.0009027797
